cell_type,contrast,symbol,logFC,t,P.Value,adj.P.Val
dc_monocytic_gmp,TET2-bi vs rest,UBB,0.0595,4.96,9.11e-7,1.87e-5
dc_monocytic_gmp,TET2-bi vs rest,ZEB2,0.127,4.91,1.15e-6,2.21e-5
dc_monocytic_gmp,TET2-bi vs rest,FBXO34,-0.0896,-4.71,3.04e-6,5.04e-5
dc_monocytic_gmp,TET2-bi vs rest,PLAC8,0.14,4.71,3.04e-6,5.04e-5
dc_monocytic_gmp,TET2-bi vs rest,FNDC3A,0.0325,4.7,3.15e-6,5.04e-5
dc_monocytic_gmp,TET2-bi vs rest,PELI2,0.125,4.56,6.02e-6,9.11e-5
dc_monocytic_gmp,TET2-bi vs rest,FBXL17,0.0382,4.55,6.35e-6,9.11e-5
dc_monocytic_gmp,TET2-bi vs rest,YBX1,0.0955,4.54,6.64e-6,9.11e-5
dc_monocytic_gmp,TET2-bi vs rest,QKI,0.048,4.5,7.82e-6,9.97e-5
dc_monocytic_gmp,TET2-bi vs rest,AOAH,0.136,4.5,7.97e-6,9.97e-5
dc_monocytic_gmp,TET2-bi vs rest,CLINT1,-0.0218,-4.46,9.71e-6,1.17e-4
dc_monocytic_gmp,TET2-bi vs rest,LYN,0.0587,4.44,1.03e-5,1.19e-4
dc_monocytic_gmp,TET2-bi vs rest,PRKDC,0.00428,4.43,1.09e-5,1.21e-4
dc_monocytic_gmp,TET2-bi vs rest,ZNF254,-0.164,-4.4,1.24e-5,1.33e-4
dc_monocytic_gmp,TET2-bi vs rest,SYK,0.103,4.37,1.43e-5,1.47e-4
dc_monocytic_gmp,TET2-bi vs rest,STAG1,0.0146,4.34,1.63e-5,1.62e-4
dc_monocytic_gmp,TET2-bi vs rest,GNAS,0.046,4.3,1.97e-5,1.89e-4
dc_monocytic_gmp,TET2-bi vs rest,EIF1AX,-0.2,-4.26,2.33e-5,2.16e-4
dc_monocytic_gmp,TET2-bi vs rest,PICALM,-0.325,-4.16,3.61e-5,3.25e-4
dc_monocytic_gmp,TET2-bi vs rest,SETD2,0.0223,4.01,6.89e-5,6.01e-4
dc_monocytic_gmp,TET2-bi vs rest,SLC25A6,0.0285,3.98,7.71e-5,6.53e-4
dc_monocytic_gmp,TET2-bi vs rest,DTL,-0.0319,-3.96,8.41e-5,6.92e-4
dc_monocytic_gmp,TET2-bi vs rest,HSP90AB1,-0.199,-3.94,9.12e-5,7.3e-4
dc_monocytic_gmp,TET2-bi vs rest,SNX3,0.0509,3.93,9.49e-5,7.38e-4
dc_monocytic_gmp,TET2-bi vs rest,PRDX6,0.0635,3.9,1.05e-4,7.95e-4
dc_monocytic_gmp,TET2-bi vs rest,BEX1,0.21,3.86,1.24e-4,9.12e-4
dc_monocytic_gmp,TET2-bi vs rest,ATP8B4,0.0714,3.82,1.43e-4,0.00103
dc_monocytic_gmp,TET2-bi vs rest,SLC39A8,0.174,3.8,1.61e-4,0.00113
dc_monocytic_gmp,TET2-bi vs rest,MAPK14,0.0294,3.75,1.92e-4,0.00132
dc_monocytic_gmp,TET2-bi vs rest,CD74,0.0393,3.74,1.99e-4,0.00132
dc_monocytic_gmp,TET2-bi vs rest,ZC3HAV1,-0.409,-3.74,2.02e-4,0.00132
dc_monocytic_gmp,TET2-bi vs rest,SMURF2,0.0402,3.73,2.1e-4,0.00132
dc_monocytic_gmp,TET2-bi vs rest,MYADM,0.155,3.73,2.11e-4,0.00132
dc_monocytic_gmp,TET2-bi vs rest,AP3B1,-0.0552,-3.71,2.28e-4,0.0014
dc_monocytic_gmp,TET2-bi vs rest,RHOH,-0.0337,-3.7,2.33e-4,0.0014
dc_monocytic_gmp,TET2-bi vs rest,DPYD,0.159,3.69,2.44e-4,0.00143
dc_monocytic_gmp,TET2-bi vs rest,ZFR,0.023,3.6,3.44e-4,0.00198
dc_monocytic_gmp,TET2-bi vs rest,TUBA1B,-0.036,-3.57,3.79e-4,0.00214
dc_monocytic_gmp,TET2-bi vs rest,SENP5,-0.0405,-3.55,4.06e-4,0.00225
dc_monocytic_gmp,TET2-bi vs rest,MKLN1,0.0248,3.5,4.95e-4,0.00269
dc_monocytic_gmp,TET2-bi vs rest,IGLL1,-0.0182,-3.46,5.8e-4,0.00309
dc_monocytic_gmp,TET2-bi vs rest,MYL12B,-0.0466,-3.45,6.02e-4,0.00315
dc_monocytic_gmp,TET2-bi vs rest,TBL1XR1,-0.0277,-3.43,0.00064899999999999995,0.00334
dc_monocytic_gmp,TET2-bi vs rest,GNB4,-0.00308,-3.4,7.24e-4,0.00366
dc_monocytic_gmp,TET2-bi vs rest,SRPK2,0.196,3.36,8.18e-4,0.00406
dc_monocytic_gmp,TET2-bi vs rest,STAU1,0.0897,3.35,8.65e-4,0.00422
dc_monocytic_gmp,TET2-bi vs rest,HNRNPR,0.0764,3.34,8.93e-4,0.00429
dc_monocytic_gmp,TET2-bi vs rest,SYTL3,-0.0203,-3.3,0.00102,0.00478
dc_monocytic_gmp,TET2-bi vs rest,RELL1,0.163,3.3,0.00103,0.00478
dc_monocytic_gmp,TET2-bi vs rest,RASA2,-0.174,-3.29,0.00105,0.00479
dc_monocytic_gmp,TET2-bi vs rest,NCOR1,0.0359,3.28,0.00109,0.00489
dc_monocytic_gmp,TET2-bi vs rest,SYAP1,-0.131,-3.27,0.00115,0.00508
dc_monocytic_gmp,TET2-bi vs rest,MECP2,0.138,3.22,0.00135,0.00589
dc_monocytic_gmp,TET2-bi vs rest,ARID1B,0.0495,3.17,0.00161,0.00692
dc_monocytic_gmp,TET2-bi vs rest,S100A4,0.176,3.13,0.00181,0.00765
dc_monocytic_gmp,TET2-bi vs rest,UBE2E1,-0.0365,-3.12,0.00185,0.00774
dc_monocytic_gmp,TET2-bi vs rest,CDK17,-0.0461,-3.11,0.00196,0.00808
dc_monocytic_gmp,TET2-bi vs rest,EZH2,0.0878,3.06,0.00228,0.00918
dc_monocytic_gmp,TET2-bi vs rest,CHST11,0.0322,3.06,0.00229,0.00918
dc_monocytic_gmp,TET2-bi vs rest,MARCH6,0.00264,3.04,0.00246,0.00961
dc_monocytic_gmp,TET2-bi vs rest,CELF2,-0.0118,-3.04,0.00247,0.00961
dc_monocytic_gmp,TET2-bi vs rest,PBX3,0.0474,3.02,0.0026,0.00998
dc_monocytic_gmp,TET2-bi vs rest,XBP1,0.0217,3.02,0.00266,0.0101
dc_monocytic_gmp,TET2-bi vs rest,NAP1L1,-0.00635,-2.99,0.00288,0.0107
dc_monocytic_gmp,TET2-bi vs rest,NKTR,-0.00118,-2.99,0.00289,0.0107
dc_monocytic_gmp,TET2-bi vs rest,CD44,0.0507,2.98,0.00294,0.0107
dc_monocytic_gmp,TET2-bi vs rest,HMGB1,-0.029,-2.95,0.00333,0.0118
dc_monocytic_gmp,TET2-bi vs rest,FBXO33,-0.0411,-2.95,0.00333,0.0118
dc_monocytic_gmp,TET2-bi vs rest,SMIM24,0.0258,2.94,0.00337,0.0118
dc_monocytic_gmp,TET2-bi vs rest,ZBTB20,0.0665,2.93,0.00351,0.0122
dc_monocytic_gmp,TET2-bi vs rest,HMGN2,0.0812,2.9,0.00382,0.0131
dc_monocytic_gmp,TET2-bi vs rest,ATAD2,0.00577,2.85,0.00456,0.0154
dc_monocytic_gmp,TET2-bi vs rest,PPP2CA,0.0274,2.83,0.00475,0.0159
dc_monocytic_gmp,TET2-bi vs rest,ACTR2,0.0417,2.82,0.00498,0.0165
dc_monocytic_gmp,TET2-bi vs rest,FNIP1,0.0887,2.77,0.00568,0.0186
dc_monocytic_gmp,TET2-bi vs rest,GAB2,0.149,2.75,0.00603,0.0193
dc_monocytic_gmp,TET2-bi vs rest,BCR,0.0209,2.75,0.00604,0.0193
dc_monocytic_gmp,TET2-bi vs rest,VMP1,0.144,2.71,0.00683,0.0216
dc_monocytic_gmp,TET2-bi vs rest,NSMCE2,0.0206,2.7,0.0072,0.0225
dc_monocytic_gmp,TET2-bi vs rest,DDAH2,0.0178,2.68,0.00749,0.023
dc_monocytic_gmp,TET2-bi vs rest,RTN4,-0.0195,-2.68,0.0075,0.023
dc_monocytic_gmp,TET2-bi vs rest,FABP5,0.0304,2.65,0.00819,0.0248
dc_monocytic_gmp,TET2-bi vs rest,SCFD1,0.0233,2.63,0.00864,0.0259
dc_monocytic_gmp,TET2-bi vs rest,RNF24,-0.00158,-2.63,0.00882,0.0261
dc_monocytic_gmp,TET2-bi vs rest,SVIL,-0.0277,-2.62,0.00887,0.0261
dc_monocytic_gmp,TET2-bi vs rest,KCNQ5,-0.00184,-2.59,0.00967,0.0281
dc_monocytic_gmp,TET2-bi vs rest,ARHGDIB,-0.00112,-2.59,0.0099,0.0285
dc_monocytic_gmp,TET2-bi vs rest,RBL1,0.062,2.57,0.0103,0.0293
dc_monocytic_gmp,TET2-bi vs rest,APBB1IP,0.115,2.56,0.0106,0.0298
dc_monocytic_gmp,TET2-bi vs rest,NCOA3,-0.0325,-2.53,0.0117,0.0326
dc_monocytic_gmp,TET2-bi vs rest,ZFAND6,-0.0432,-2.46,0.014,0.0388
dc_monocytic_gmp,TET2-bi vs rest,N4BP2L2,-0.0201,-2.45,0.0144,0.0396
dc_monocytic_gmp,TET2-bi vs rest,C12orf57,0.026,2.45,0.0147,0.0396
dc_monocytic_gmp,TET2-bi vs rest,NSA2,-0.0418,-2.44,0.0148,0.0396
dc_monocytic_gmp,TET2-bi vs rest,PDS5B,0.0377,2.44,0.0148,0.0396
dc_monocytic_gmp,TET2-bi vs rest,GRB2,0.0337,2.42,0.0158,0.0418
dc_monocytic_gmp,TET2-bi vs rest,HSPD1,-0.0495,-2.39,0.017,0.0446
dc_monocytic_gmp,TET2-bi vs rest,H2AFV,-0.0191,-2.35,0.0193,0.05
dc_monocytic_gmp,TET2-bi vs rest,PLXDC2,0.0517,2.33,0.0201,0.0516
dc_monocytic_gmp,TET2-bi vs rest,RPL26,-0.0195,-2.3,0.0218,0.0557
dc_monocytic_gmp,TET2-bi vs rest,SKP1,0.0407,2.28,0.0228,0.0576
dc_monocytic_gmp,TET2-bi vs rest,RAB11A,0.033,2.28,0.0232,0.058
dc_monocytic_gmp,TET2-bi vs rest,PPP3R1,0.0107,2.26,0.0243,0.0604
dc_monocytic_gmp,TET2-bi vs rest,ARHGAP15,0.0434,2.22,0.0267,0.0657
dc_monocytic_gmp,TET2-bi vs rest,HSPA8,-0.0357,-2.22,0.027,0.0658
dc_monocytic_gmp,TET2-bi vs rest,TCF12,0.00928,2.21,0.0272,0.0658
dc_monocytic_gmp,TET2-bi vs rest,MAN2A1,0.00571,2.21,0.0276,0.0663
dc_monocytic_gmp,TET2-bi vs rest,RPL36AL,0.0328,2.2,0.0284,0.0676
dc_monocytic_gmp,TET2-bi vs rest,TET2,0.0612,2.19,0.0287,0.0678
dc_monocytic_gmp,TET2-bi vs rest,HNRNPD,0.0203,2.17,0.0305,0.0714
dc_monocytic_gmp,TET2-bi vs rest,SMC5,0.0537,2.15,0.0319,0.0741
dc_monocytic_gmp,TET2-bi vs rest,RPS4Y1,0.136,2.14,0.0326,0.0751
dc_monocytic_gmp,TET2-bi vs rest,CD52,-0.0883,-2.12,0.0341,0.078
dc_monocytic_gmp,TET2-bi vs rest,IP6K1,0.0482,2.12,0.0344,0.0781
dc_monocytic_gmp,TET2-bi vs rest,DDX3X,-0.0252,-2.1,0.0362,0.0814
dc_monocytic_gmp,TET2-bi vs rest,SMDT1,0.0102,2.08,0.0377,0.0841
dc_monocytic_gmp,TET2-bi vs rest,TEX14,0.0227,2.07,0.0384,0.0851
dc_monocytic_gmp,TET2-bi vs rest,HNRNPH1,0.0146,2.04,0.0419,0.0921
dc_monocytic_gmp,TET2-bi vs rest,EIF3A,0.0444,2.03,0.0425,0.0926
dc_monocytic_gmp,TET2-bi vs rest,MCTP2,-0.011,-2.03,0.0432,0.0935
dc_monocytic_gmp,TET2-bi vs rest,ARRDC3,0.18,2.01,0.045,0.0961
dc_monocytic_gmp,TET2-bi vs rest,PHACTR2,0.101,2.01,0.0451,0.0961
dc_monocytic_gmp,TET2-bi vs rest,MDK,-0.0537,-2.01,0.0454,0.0961
dc_monocytic_gmp,TET2-bi vs rest,H1FX,0.0164,1.99,0.0468,0.0983
dc_monocytic_gmp,TET2-bi vs rest,GABARAP,-0.0015,-1.93,0.0542,0.113
dc_monocytic_gmp,TET2-bi vs rest,MEF2A,0.0159,1.9,0.0585,0.121
dc_monocytic_gmp,TET2-bi vs rest,DOCK8,0.0907,1.88,0.0606,0.125
dc_monocytic_gmp,TET2-bi vs rest,SMYD3,0.0186,1.82,0.0691,0.141
dc_monocytic_gmp,TET2-bi vs rest,JARID2,0.0767,1.81,0.0702,0.142
dc_monocytic_gmp,TET2-bi vs rest,COG5,0.0144,1.78,0.0749,0.151
dc_monocytic_gmp,TET2-bi vs rest,LUZP1,-0.0292,-1.77,0.0765,0.152
dc_monocytic_gmp,TET2-bi vs rest,IFIT2,-0.593,-1.77,0.0766,0.152
dc_monocytic_gmp,TET2-bi vs rest,HNRNPA1,0.0164,1.76,0.0783,0.154
dc_monocytic_gmp,TET2-bi vs rest,ARID4B,0.0401,1.75,0.0807,0.158
dc_monocytic_gmp,TET2-bi vs rest,RAP1B,0.0107,1.74,0.0814,0.158
dc_monocytic_gmp,TET2-bi vs rest,SMURF1,0.0832,1.72,0.0865,0.167
dc_monocytic_gmp,TET2-bi vs rest,CCNL1,0.0122,1.71,0.0879,0.168
dc_monocytic_gmp,TET2-bi vs rest,JUNB,-0.0902,-1.71,0.0882,0.168
dc_monocytic_gmp,TET2-bi vs rest,SP3,-0.0232,-1.7,0.089,0.169
dc_monocytic_gmp,TET2-bi vs rest,EIF4G3,0.0225,1.7,0.0902,0.17
dc_monocytic_gmp,TET2-bi vs rest,MIF,-0.0191,-1.69,0.0913,0.171
dc_monocytic_gmp,TET2-bi vs rest,KMT2C,0.00454,1.69,0.0923,0.172
dc_monocytic_gmp,TET2-bi vs rest,NASP,0.0528,1.64,0.101,0.186
dc_monocytic_gmp,TET2-bi vs rest,ELMO1,-0.00476,-1.6,0.11,0.2
dc_monocytic_gmp,TET2-bi vs rest,ELOVL5,-0.00759,-1.6,0.11,0.2
dc_monocytic_gmp,TET2-bi vs rest,RPL34,-3.48e-4,-1.6,0.111,0.2
dc_monocytic_gmp,TET2-bi vs rest,SUMF1,0.0661,1.59,0.112,0.201
dc_monocytic_gmp,TET2-bi vs rest,LDHA,-0.00116,-1.58,0.113,0.203
dc_monocytic_gmp,TET2-bi vs rest,SELL,0.0878,1.5,0.134,0.238
dc_monocytic_gmp,TET2-bi vs rest,STK3,0.0964,1.5,0.135,0.238
dc_monocytic_gmp,TET2-bi vs rest,STAT1,0.00588,1.45,0.148,0.26
dc_monocytic_gmp,TET2-bi vs rest,PTBP2,-0.0148,-1.44,0.15,0.261
dc_monocytic_gmp,TET2-bi vs rest,GOLPH3,-0.0291,-1.43,0.154,0.267
dc_monocytic_gmp,TET2-bi vs rest,PPP6C,-0.0063,-1.4,0.161,0.277
dc_monocytic_gmp,TET2-bi vs rest,RILPL2,0.0442,1.4,0.161,0.277
dc_monocytic_gmp,TET2-bi vs rest,PRKCB,0.0293,1.39,0.165,0.282
dc_monocytic_gmp,TET2-bi vs rest,VAMP2,-0.0979,-1.38,0.169,0.287
dc_monocytic_gmp,TET2-bi vs rest,RPL36A,-0.00374,-1.37,0.171,0.288
dc_monocytic_gmp,TET2-bi vs rest,TTC3,0.00261,1.36,0.173,0.289
dc_monocytic_gmp,TET2-bi vs rest,RPLP1,0.00935,1.33,0.184,0.307
dc_monocytic_gmp,TET2-bi vs rest,SRSF11,0.0233,1.32,0.187,0.309
dc_monocytic_gmp,TET2-bi vs rest,ANKRD12,0.0126,1.32,0.188,0.309
dc_monocytic_gmp,TET2-bi vs rest,SLMAP,0.0203,1.3,0.194,0.318
dc_monocytic_gmp,TET2-bi vs rest,PTPRC,0.0256,1.3,0.196,0.318
dc_monocytic_gmp,TET2-bi vs rest,ZSWIM6,0.0955,1.28,0.202,0.327
dc_monocytic_gmp,TET2-bi vs rest,DIP2B,-0.0344,-1.24,0.214,0.345
dc_monocytic_gmp,TET2-bi vs rest,PTEN,0.0328,1.24,0.215,0.345
dc_monocytic_gmp,TET2-bi vs rest,DEK,0.00315,1.24,0.217,0.346
dc_monocytic_gmp,TET2-bi vs rest,SRRM1,0.0279,1.22,0.221,0.35
dc_monocytic_gmp,TET2-bi vs rest,MAP3K8,0.0574,1.21,0.225,0.354
dc_monocytic_gmp,TET2-bi vs rest,PHTF1,-0.0102,-1.21,0.228,0.357
dc_monocytic_gmp,TET2-bi vs rest,KANSL1,-0.0103,-1.19,0.236,0.365
dc_monocytic_gmp,TET2-bi vs rest,UQCRB,-0.00321,-1.18,0.236,0.365
dc_monocytic_gmp,TET2-bi vs rest,DDX5,0.0249,1.18,0.237,0.365
dc_monocytic_gmp,TET2-bi vs rest,ETF1,0.036,1.16,0.248,0.38
dc_monocytic_gmp,TET2-bi vs rest,GRASP,-0.0133,-1.14,0.256,0.389
dc_monocytic_gmp,TET2-bi vs rest,RELB,-0.0867,-1.13,0.257,0.389
dc_monocytic_gmp,TET2-bi vs rest,LUC7L2,-0.0151,-1.13,0.258,0.39
dc_monocytic_gmp,TET2-bi vs rest,OAZ1,0.0023,1.09,0.277,0.415
dc_monocytic_gmp,TET2-bi vs rest,XPO1,-0.115,-1.07,0.283,0.421
dc_monocytic_gmp,TET2-bi vs rest,FUS,0.00517,1.07,0.283,0.421
dc_monocytic_gmp,TET2-bi vs rest,RSL24D1,0.0102,1.07,0.286,0.422
dc_monocytic_gmp,TET2-bi vs rest,MIS18BP1,-0.00104,-1.06,0.29,0.427
dc_monocytic_gmp,TET2-bi vs rest,RBM25,0.0639,1.05,0.293,0.428
dc_monocytic_gmp,TET2-bi vs rest,BBX,-0.0425,-1.04,0.297,0.433
dc_monocytic_gmp,TET2-bi vs rest,PPP1R12A,6.03e-4,1.03,0.301,0.436
dc_monocytic_gmp,TET2-bi vs rest,RPS26,-0.067,-1.02,0.31,0.447
dc_monocytic_gmp,TET2-bi vs rest,SRSF5,0.0199,1,0.316,0.453
dc_monocytic_gmp,TET2-bi vs rest,TBC1D5,-0.0212,-0.998,0.319,0.454
dc_monocytic_gmp,TET2-bi vs rest,RTF1,-0.00441,-0.991,0.322,0.457
dc_monocytic_gmp,TET2-bi vs rest,ELF2,-0.0205,-0.985,0.325,0.457
dc_monocytic_gmp,TET2-bi vs rest,PRTN3,-0.0155,-0.984,0.326,0.457
dc_monocytic_gmp,TET2-bi vs rest,KAT6B,2.1e-4,0.981,0.327,0.457
dc_monocytic_gmp,TET2-bi vs rest,ZNF292,-0.00693,-0.974,0.33,0.46
dc_monocytic_gmp,TET2-bi vs rest,TSC22D3,0.00811,0.963,0.336,0.465
dc_monocytic_gmp,TET2-bi vs rest,RPS10,0.00441,0.947,0.344,0.474
dc_monocytic_gmp,TET2-bi vs rest,ZFAND3,0.0041,0.925,0.355,0.487
dc_monocytic_gmp,TET2-bi vs rest,ARIH1,1.8e-4,0.915,0.361,0.491
dc_monocytic_gmp,TET2-bi vs rest,SQSTM1,0.00759,0.913,0.362,0.491
dc_monocytic_gmp,TET2-bi vs rest,MYO9B,0.0104,0.859,0.39,0.528
dc_monocytic_gmp,TET2-bi vs rest,TPI1,0.00505,0.856,0.392,0.528
dc_monocytic_gmp,TET2-bi vs rest,ATP2B1,0.00321,0.834,0.405,0.542
dc_monocytic_gmp,TET2-bi vs rest,CUX1,-0.00432,-0.824,0.41,0.547
dc_monocytic_gmp,TET2-bi vs rest,TAF1D,0.0123,0.811,0.417,0.554
dc_monocytic_gmp,TET2-bi vs rest,PELI1,0.048,0.787,0.432,0.57
dc_monocytic_gmp,TET2-bi vs rest,PDZD8,0.0126,0.778,0.437,0.574
dc_monocytic_gmp,TET2-bi vs rest,TPT1,-0.00103,-0.757,0.45,0.588
dc_monocytic_gmp,TET2-bi vs rest,ADK,-0.0254,-0.753,0.451,0.588
dc_monocytic_gmp,TET2-bi vs rest,RUNX1,-0.00603,-0.743,0.458,0.594
dc_monocytic_gmp,TET2-bi vs rest,CHD1,0.0259,0.714,0.476,0.614
dc_monocytic_gmp,TET2-bi vs rest,RANBP9,7.32e-4,0.708,0.479,0.616
dc_monocytic_gmp,TET2-bi vs rest,PNN,0.0158,0.696,0.486,0.623
dc_monocytic_gmp,TET2-bi vs rest,RPL13,-1.2e-4,-0.688,0.492,0.626
dc_monocytic_gmp,TET2-bi vs rest,ANKRD44,-0.00522,-0.676,0.499,0.633
dc_monocytic_gmp,TET2-bi vs rest,ZDHHC20,0.0207,0.671,0.503,0.635
dc_monocytic_gmp,TET2-bi vs rest,YPEL5,0.00595,0.664,0.507,0.638
dc_monocytic_gmp,TET2-bi vs rest,ARPC2,-0.00137,-0.626,0.531,0.665
dc_monocytic_gmp,TET2-bi vs rest,SIPA1L1,0.0111,0.623,0.533,0.665
dc_monocytic_gmp,TET2-bi vs rest,BRAF,0.0125,0.602,0.547,0.679
dc_monocytic_gmp,TET2-bi vs rest,BTBD11,-0.00241,-0.596,0.551,0.681
dc_monocytic_gmp,TET2-bi vs rest,AREG,-0.0689,-0.592,0.554,0.682
dc_monocytic_gmp,TET2-bi vs rest,LMNA,-0.00438,-0.574,0.566,0.691
dc_monocytic_gmp,TET2-bi vs rest,PPP3CA,0.028,0.574,0.566,0.691
dc_monocytic_gmp,TET2-bi vs rest,WAC,0.0013,0.547,0.585,0.711
dc_monocytic_gmp,TET2-bi vs rest,CIRBP,0.0174,0.538,0.591,0.715
dc_monocytic_gmp,TET2-bi vs rest,UBE2B,0.00138,0.533,0.595,0.716
dc_monocytic_gmp,TET2-bi vs rest,MYCBP2,0.00901,0.509,0.611,0.732
dc_monocytic_gmp,TET2-bi vs rest,NEMF,0.00442,0.502,0.616,0.732
dc_monocytic_gmp,TET2-bi vs rest,KDM5B,0.00136,0.5,0.617,0.732
dc_monocytic_gmp,TET2-bi vs rest,RPS11,-7.23e-4,-0.499,0.618,0.732
dc_monocytic_gmp,TET2-bi vs rest,EIF3K,0.00521,0.487,0.627,0.737
dc_monocytic_gmp,TET2-bi vs rest,SKIL,-0.00683,-0.486,0.627,0.737
dc_monocytic_gmp,TET2-bi vs rest,ZNF326,0.00572,0.481,0.631,0.739
dc_monocytic_gmp,TET2-bi vs rest,PPM1B,-0.0125,-0.468,0.64,0.745
dc_monocytic_gmp,TET2-bi vs rest,CRY1,9.45e-5,0.466,0.641,0.745
dc_monocytic_gmp,TET2-bi vs rest,JUND,-0.0273,-0.459,0.646,0.748
dc_monocytic_gmp,TET2-bi vs rest,ZNF644,0.00229,0.425,0.671,0.773
dc_monocytic_gmp,TET2-bi vs rest,KLF6,0.015,0.407,0.684,0.782
dc_monocytic_gmp,TET2-bi vs rest,WTAP,0.0118,0.407,0.684,0.782
dc_monocytic_gmp,TET2-bi vs rest,NME2,0.00834,0.396,0.692,0.788
dc_monocytic_gmp,TET2-bi vs rest,GNPTAB,0.0188,0.383,0.702,0.796
dc_monocytic_gmp,TET2-bi vs rest,PRRC2B,0.00679,0.371,0.711,0.803
dc_monocytic_gmp,TET2-bi vs rest,PDE7A,0.00551,0.365,0.716,0.805
dc_monocytic_gmp,TET2-bi vs rest,CDC42SE2,0.0038,0.342,0.733,0.82
dc_monocytic_gmp,TET2-bi vs rest,CCNI,-0.00604,-0.34,0.734,0.82
dc_monocytic_gmp,TET2-bi vs rest,TXNIP,-0.0144,-0.325,0.745,0.828
dc_monocytic_gmp,TET2-bi vs rest,UBA52,-1.36e-4,-0.319,0.749,0.83
dc_monocytic_gmp,TET2-bi vs rest,PCBP2,-9.05e-5,-0.286,0.775,0.855
dc_monocytic_gmp,TET2-bi vs rest,PNISR,7.2e-4,0.262,0.793,0.867
dc_monocytic_gmp,TET2-bi vs rest,CNBP,0.00386,0.262,0.793,0.867
dc_monocytic_gmp,TET2-bi vs rest,NFKBIA,-0.0156,-0.261,0.794,0.867
dc_monocytic_gmp,TET2-bi vs rest,STK4,-0.00355,-0.229,0.819,0.89
dc_monocytic_gmp,TET2-bi vs rest,DENND1B,-0.00196,-0.218,0.827,0.896
dc_monocytic_gmp,TET2-bi vs rest,FOS,0.0155,0.201,0.841,0.907
dc_monocytic_gmp,TET2-bi vs rest,BCLAF1,1.18e-4,0.17,0.865,0.929
dc_monocytic_gmp,TET2-bi vs rest,TTC17,0.00164,0.167,0.868,0.929
dc_monocytic_gmp,TET2-bi vs rest,SPIDR,-0.00424,-0.149,0.882,0.94
dc_monocytic_gmp,TET2-bi vs rest,NFKB1,0.00771,0.145,0.885,0.94
dc_monocytic_gmp,TET2-bi vs rest,STK17B,-0.0014,-0.128,0.898,0.951
dc_monocytic_gmp,TET2-bi vs rest,SCAF11,-9.01e-4,-0.123,0.902,0.952
dc_monocytic_gmp,TET2-bi vs rest,DUSP1,-0.0087,-0.104,0.917,0.963
dc_monocytic_gmp,TET2-bi vs rest,CD164,9.78e-4,0.101,0.919,0.963
dc_monocytic_gmp,TET2-bi vs rest,ERG,0.00442,0.0764,0.939,0.98
dc_monocytic_gmp,TET2-bi vs rest,MZT2B,-0.001,-0.0703,0.944,0.981
dc_monocytic_gmp,TET2-bi vs rest,TUBA1A,0.00206,0.0633,0.95,0.984
dc_monocytic_gmp,TET2-bi vs rest,NFKBIZ,-0.00375,-0.057,0.955,0.985
dc_monocytic_gmp,TET2-bi vs rest,KLF2,5.48e-4,0.0483,0.961,0.988
dc_monocytic_gmp,TET2-bi vs rest,ARID4A,-1.13e-4,-0.0452,0.964,0.988
dc_monocytic_gmp,TET2-bi vs rest,PRSS57,3.87e-4,0.0411,0.967,0.988
dc_monocytic_gmp,TET2-bi vs rest,JUN,-0.00463,-0.0367,0.971,0.988
dc_monocytic_gmp,TET2-bi vs rest,SUPT3H,-7.74e-4,-0.0276,0.978,0.992
dc_monocytic_gmp,TET2-bi vs rest,SLTM,-7.11e-4,-0.0173,0.986,0.997
dc_monocytic_gmp,TET2-bi vs rest,SRSF3,9.41e-5,0.00542,0.996,0.998
dc_monocytic_gmp,TET2-bi vs rest,SFPQ,2.87e-5,0.00486,0.996,0.998
dc_monocytic_gmp,TET2-bi vs rest,TRPS1,-1.09e-5,-0.00212,0.998,0.998
dc_monocytic_gmp,-7 vs rest,LUZP1,-0.195,-4.3,1.99e-5,0.00574
dc_monocytic_gmp,-7 vs rest,H2AFV,-0.092,-4.06,5.54e-5,0.00798
dc_monocytic_gmp,-7 vs rest,CUX1,0.0543,3.73,2.07e-4,0.0155
dc_monocytic_gmp,-7 vs rest,ZC3HAV1,-1.14,-3.72,2.15e-4,0.0155
dc_monocytic_gmp,-7 vs rest,KMT2C,0.0271,3.63,3.05e-4,0.0176
dc_monocytic_gmp,-7 vs rest,BRAF,0.205,3.56,4.01e-4,0.0192
dc_monocytic_gmp,-7 vs rest,ELMO1,0.0288,3.48,5.36e-4,0.0211
dc_monocytic_gmp,-7 vs rest,COG5,0.0773,3.45,5.85e-4,0.0211
dc_monocytic_gmp,-7 vs rest,AOAH,-0.287,-3.36,8.16e-4,0.0261
dc_monocytic_gmp,-7 vs rest,MKLN1,0.0642,3.23,0.0013,0.0376
dc_monocytic_gmp,-7 vs rest,CD44,0.144,3.03,0.00251,0.0654
dc_monocytic_gmp,-7 vs rest,SRPK2,-0.491,-3.01,0.00272,0.0654
dc_monocytic_gmp,-7 vs rest,EZH2,0.238,2.96,0.00314,0.0695
dc_monocytic_gmp,-7 vs rest,ARPC2,0.0176,2.89,0.00403,0.083
dc_monocytic_gmp,-7 vs rest,HMGN2,-0.219,-2.8,0.00532,0.102
dc_monocytic_gmp,-7 vs rest,RPS4Y1,0.483,2.73,0.00659,0.119
